pregunta,opciones,respuesta,dificultad,universidad,tema,imagen
¿Cuál enunciado tiene un predicado nominal?,A) Esas chicas parecen muy simpáticas ; B) La recepción será a las siete ; C) Vivían felices en su país ; D) Ese tipo compró un loro,A,0.5,UNAM,Español,
Identifica la función de las palabras en mayúsculas: Nosotros tenemos UNA TÍA muy temerosa de caerse de espaldas,A) objeto directo ; B) objeto indirecto ; C) adjetivo ; D) sujeto,A,0.5,UNAM,Español,
¿Qué enunciado tiene subrayados los adjetivos?,A) En las fiestas hacen demasiadas bromas ; B) Buscábamos afanosamente una respuesta a nuestras inquietudes ; C) La rara caja de música encantó a la familia ; D) Una mujer con larga melena tocó a mi puerto,C,0.5,UNAM,Español,
¿Cuál de las siguientes opciones incluye un adjetivo en grado superlativo?,A) Pareció a todos un animal errante ; B) Me parece que está herrado ; C) Vive en condiciones paupérrimas - polar ; D) Permaneció en actitud irrisoria,C,0.5,UNAM,Español,
La Guerra Fría implicó:,A) La división política del mundo en dos grandes grupos: Socialistas y Capitalistas. ; B) La unificación de Europa ; C) La formación de la ONU ; D) La independencia de África,A,0.5,UNAM,Historia Universal,
Naciones africanas que realizaron su Independencia en la segunda mitad del siglo XX.,A) Congo y Argelia ; B) Egipto y Sudán ; C) Marruecos y Túnez ; D) Nigeria y Ghana,A,0.5,UNAM,Historia Universal,
¿A que hace referencia el texto anterior?,A) Imperialismo inglés ; B) Imperialismo francés ; C) Imperialismo español ; D) Imperialismo portugués,A,0.5,UNAM,Historia Universal,
Relaciona los tratados de paz que se firmaron al término de la primera Guerra Mundial con los postulados que se establecieron en ella.,A) Tratado de Versalles - Reducción del ejército alemán y eliminación de la fuerza aérea alemana ; B) Tratado de San Germán - Desintegración del imperio otomano ; C) Tratado de Newbull - Prohibición de cualquier tipo de alianza con Alemania ; D) Tratado de V - Reducción del imperio Húngaro para beneficiar a Rumania,A,0.6,UNAM,Historia Universal,
"Características comunes de los regímenes totalitarios de Italia, Alemania y Japón.","A) Régimen de partido único y militeísta, sentimiento nacionalista y política expansionista ; B) Régimen de partido único y democrático, sentimiento nacionalista y política expansionista ; C) Régimen de partido único y autoritario, sentimiento nacionalista y política expansionista ; D) Régimen de partido único y totalitario, sentimiento nacionalista y política expansionista",A,0.6,UNAM,Historia Universal,
Elige cuales fueron las consecuencias de la Segunda Guerra Mundial.,A) Ocupación de los países vencidos y la violación al tratado de Versalles ; B) Formación del eje Berlín –Roma- Turquía y la invasión por parte de Italia ; C) La división de Alemania en 4 zonas de ocupación y el fracaso de la Sociedad de Naciones ; D) Todas las anteriores,A,0.6,UNAM,Historia Universal,
Primer forma de gobierno que se instauro en el México independiente:,A) Monarquia ; B) República ; C) Dictadura ; D) Democracia,A,0.5,UNAM,Historia de México,
Con el gobierno de Maximiliano en México:,A) Se instaló el 1º imperio mexicano ; B) Se instaló el 2º imperio mexicano ; C) Se instaló la república ; D) Se instaló la dictadura,B,0.5,UNAM,Historia de México,
Durante los primeros años de vida independiente nacieron en México varios grupos políticos con distintos planteamientos algunos de ellos eran:,"A) Federalistas, centralistas y monarquistas ; B) Liberal, conservador y radical ; C) Democrático, republicano y socialista ; D) Comunista, anarquista y fascista",A,0.5,UNAM,Historia de México,
Ordena cronológicamente los hechos históricos.,"A) Presidencia de Vicente Guerrero, Invación de Isidro Barradas, Imperio de Agustín de Iturbide, Primera administración de Antonio López de Santa Anna, Presidencia de Guadalupe Victoria ; B) Imperio de Agustín de Iturbide, Presidencia de Guadalupe Victoria, Presidencia de Vicente Guerrero, Invación de Isidro Barradas, Primera administración de Antonio López de Santa Anna ; C) Presidencia de Guadalupe Victoria, Imperio de Agustín de Iturbide, Presidencia de Vicente Guerrero, Invación de Isidro Barradas, Primera administración de Antonio López de Santa Anna ; D) Primera administración de Antonio López de Santa Anna, Presidencia de Guadalupe Victoria, Imperio de Agustín de Iturbide, Presidencia de Vicente Guerrero, Invación de Isidro Barradas",A,0.6,UNAM,Historia de México,
Relaciona las características de las diferentes etapas de la Revolución Mexicana:,"A) Etapa Maderista - Huelgas y partidos de oposición, Etapa Constitucionalista - Movimientos zapatistas y decena trágica ; B) Etapa Maderista - Movimientos zapatistas y decena trágica, Etapa Constitucionalista - Huelgas y partidos de oposición ; C) Etapa Maderista - La ley del 6 de enero y la constitución de 1917, Etapa Constitucionalista - Rebelión de Agua Prieta y gobierno de Alvaro Obregón ; D) Etapa Maderista - Huelgas y partidos de oposición, Etapa Constitucionalista - La ley del 6 de enero y la constitución de 1917",A,0.6,UNAM,Historia de México,
En la historia de México el Maximato se define como:,A) Dominado por Plutarco Elías Calles ; B) Dominado por Álvaro Obregón ; C) Dominado por Venustiano Carranza ; D) Dominado por Francisco I. Madero,A,0.5,UNAM,Historia de México,
La primera reforma liberal en 1833 se debió a:,A) Valentín Gómez Farías ; B) Antonio López de Santa Anna ; C) Guadalupe Victoria ; D) Vicente Guerrero,A,0.5,UNAM,Historia de México,
Después de la independencia de la Nueva España _______ intentó retomar el control del país con la invasión de _______.,A) España - Barradas ; B) Francia - Napoleón ; C) Inglaterra - Wellington ; D) Estados Unidos - Polk,A,0.5,UNAM,Historia de México,
Las Leyes de Reforma establecieron:,"A) La nacionalización de los bienes del clero, la religión católica como única, la secularización de los cementerios, la separación de la Iglesia y el Estado ; B) La nacionalización de los bienes del clero, la religión católica como única, la secularización de los cementerios ; C) La nacionalización de los bienes del clero, la religión católica como única, la separación de la Iglesia y el Estado ; D) La nacionalización de los bienes del clero, la secularización de los cementerios, la separación de la Iglesia y el Estado",D,0.6,UNAM,Historia de México,
Una moneda metálica está sobre el pasto de un jardín en un día soleado. Algunos minutos al momento de recogerla percibe en su mano que la moneda está más caliente que el pasto. Lo anterior se debe a que:,A) La capacidad térmica específica del pasto es mayor que la de la moneda ; B) La capacidad térmica específica del pasto es menor que la de la moneda ; C) La capacidad térmica específica del pasto es igual que la de la moneda ; D) La capacidad térmica específica del pasto no afecta la temperatura de la moneda,A,0.6,UNAM,Física,
Cual de las siguientes afirmaciones referentes a la luz es verdadera?,A) Todos los objetos son visibles al ojo humano porque transmiten luz ; B) Todos los objetos son visibles al ojo humano porque reflejan luz ; C) Todos los objetos son visibles al ojo humano porque absorben luz ; D) Todos los objetos son visibles al ojo humano porque emiten luz,B,0.5,UNAM,Física,
"En una industria se calcula que el lapso de tiempo que transcurre cuando se encuentra en una posición P, hasta que llega a que sea de 4 seg. ¿Si el traslado del producto se efectúa por medio de una banda transportadora, ¿cuál debe ser la rapidez de esta?",A) 1 m/s ; B) 2 m/s ; C) 3 m/s ; D) 4 m/s,A,0.6,UNAM,Física,
De acuerdo con la Teoría Cinética de los gases la temperatura es:,A) Directamente proporcional a la energía cinética media de las moléculas ; B) Inversamente proporcional a la energía cinética media de las moléculas ; C) Directamente proporcional a la presión de los gases ; D) Inversamente proporcional a la presión de los gases,A,0.6,UNAM,Física,
Cual de los siguientes casos representa una onda longitudinal?,A) El sonido ; B) La luz ; C) El agua ; D) El viento,A,0.5,UNAM,Física,
A una masa de 50 g de material desconocido a una temperatura inicial de 18 ° se le aportan 34 Cal y su temperatura final fue de 24° C ¿cuál es el valor de la capacidad térmica específica de dicho material?,A) 0.1 cal/g°C ; B) 0.2 cal/g°C ; C) 0.3 cal/g°C ; D) 0.4 cal/g°C,B,0.6,UNAM,Física,
"La potencia que produce un horno de Microondas de 1200 watts, si la diferencia de potencial es de 120, que Corriente (I) circula a través de él.",A) 10 Amperes ; B) 20 Amperes ; C) 30 Amperes ; D) 40 Amperes,A,0.6,UNAM,Física,
"A Víctor le aumentaron una veintava parte de su salario, si actualmente gana $250 diarios, que ecuación se debe resolver para obtener el salario anterior de Víctor por hora.",A) R= x+ 𝒙 =250 ; B) R= x²-­‐64y²-­‐64=0 ; C) R= 7x-­‐1 ; D) R= 8x³-­‐27y³,A,0.6,UNAM,Matemáticas,
Al efectuar la operación: (2x-­‐3y)(4x²+6xy+9y²) Se obtiene:,A) R= 8x³-­‐27y³ ; B) R= 7x-­‐1 ; C) R= x²-­‐64y²-­‐64=0 ; D) R= 2x³+3y³,A,0.7,UNAM,Matemáticas,
Simplifica: a su máxima expresión.,A) R= 7x-­‐1 ; B) R= x²-­‐64y²-­‐64=0 ; C) R= 8x³-­‐27y³ ; D) R= 2x³+3y³,A,0.5,UNAM,Matemáticas,
"Que expresión algebraica ayuda a resolver el siguiente problema: “Un avión puede cargar 950 kg de equipaje distribuidos en dos compartimentos, uno de los compartimentos acepta 150kg más que el otro.",A) 𝒙+𝐲=𝟗𝟓𝟎 ; B) R= x²-­‐64y²-­‐64=0 ; C) R= 7x-­‐1 ; D) R= 8x³-­‐27y³,A,0.6,UNAM,Matemáticas,
En qué puntos la función f(x)= no es continua,"A) R= x=3 , x=-­‐3 ; B) R= x²-­‐64y²-­‐64=0 ; C) R= 7x-­‐1 ; D) R= 8x³-­‐27y³",A,0.7,UNAM,Matemáticas,
La es igual a:,A) 𝑑 𝑎 𝑎!𝑏−𝑏′𝑎 ; B) R= x²-­‐64y²-­‐64=0 ; C) R= 7x-­‐1 ; D) R= 8x³-­‐27y³,A,0.8,UNAM,Matemáticas,
"El area debajo de la curva y=ex en el intérvalo (0,1) es igual:",A) R= e-­‐1u² ; B) R= x²-­‐64y²-­‐64=0 ; C) R= 7x-­‐1 ; D) R= 8x³-­‐27y³,A,0.7,UNAM,Matemáticas,
El dominio de la función f(x)= In x-­‐1 es:,A) R= x>1 ; B) R= x²-­‐64y²-­‐64=0 ; C) R= 7x-­‐1 ; D) R= 8x³-­‐27y³,A,0.6,UNAM,Matemáticas,
La similitud creciente entre especies derivadas de antepasados diferentes por adaptación a ambientes similares se denomina:,A) Coevolución ; B) Convergencia ; C) Divergencia ; D) Deriva genética ; E) Radiación adaptativa,B,0.5,UNAM,Biología,
Rama de la Biología que estudia las interacciones entre los seres vivos y su ambiente:,A) Geografía ; B) Zoología ; C) Ecología ; D) Embriología ; E) Biofísica,C,0.5,UNAM,Biología,
A continuación se muestra la gráfica del aumento de una población de grillos con respecto al tiempo que crecen en un ambiente sin limitación de alimentos. ¿Qué punto de la gráfica indica la llegada de un depredador?,A) Punto A ; B) Punto B ; C) Punto C ; D) Punto D ; E) Punto E,D,0.5,UNAM,Biología,
Secuencia de categorías en orden de mayor a menor generalidad.,"A) Especie, género, clase, familia, orden, reino, filum ; B) Reino, orden, clase, filum, familia, género, especie ; C) Reino, filum, clase, orden, familia, género, especie ; D) Especie, reino, filum, clase, orden, familia, género ; E) Género, especie, familia, orden, clase, filum, reino",B,0.5,UNAM,Biología,
La pérdida de la cubierta vegetal de una región trae como principal efecto,A) Erosión del suelo ; B) Contaminación ; C) Modificación del ciclo hídrico ; D) La eutrofización ; E) El aumento de CO2 en el aire,A,0.5,UNAM,Biología,
Los consumidores primarios son:,A) Autótrofos obligados ; B) Se alimentan de heterótrofos ; C) Se alimentan de organismos fotosintéticos ; D) Se encuentran en la base de la pirámide trófica. ; E) Desintegran la materia orgánica,C,0.5,UNAM,Biología,
Productores primarios:,A) Bacterias y hongos ; B) Corales y fitoplancton ; C) Hongos y algas ; D) Amibas y hongos ; E) Pastos y algas,B,0.5,UNAM,Biología,
Cuando el color de las flores es naranja se tiene la presencia de dos alelos iguales. A lo anterior se le conoce como,A) Aploide ; B) Homocigoto ; C) Hibrido ; D) Heterocigoto ; E) Diploide,B,0.5,UNAM,Biología,
Se ocupa del ordenamiento de los organismos en grupos de especies semejantes,A) Evolución ; B) Ecología ; C) Fisiología ; D) Genética ; E) Taxonomía,E,0.5,UNAM,Biología,
Una comunidad es un conjunto de,A) Poblaciones ; B) Especies ; C) Individuos ; D) Consumidores ; E) Productores,A,0.5,UNAM,Biología,
¿Cuál de las siguientes acciones evita la pérdida de la biodiversidad?,"A) La deforestación sobre ... ; B) La introducción de flora y fauna en ecosistemas diferentes ; C) La creación de áreas protegidas, zoológicos y jardines botánicos ; D) El consumo de aves en peligro de extinción y la deforestación ; E) La aplicación de insecticidas y fertilizantes para asegurar la producción agrícola",C,0.5,UNAM,Biología,
Relaciona el nombre de los presidentes con los eventos ocasionados,"A) I, III, IV ; B) I, VI, II ; C) I, c, e, f ; D) I, d, e, f ; E) I, a, c, e",A,0.5,UNAM,Historia,
Nombre con el que se conoce la primera gran crisis financiera mundial del capitalismo en el siglo XX,A) Domingo negro ; B) Quiebra de Washington ; C) Crisis de 1929 ; D) Crisis de los misiles,C,0.5,UNAM,Economía,
Política nacional impulsada desde la presidencia de Miguel de Madrid que es reafirmada por Carlos Salinas de Gortari.,A) Neoliberal ; B) Modernista ; C) Socialista ; D) Conservadora ; E) Monopolista,A,0.5,UNAM,Política,
Una característica de la Guerra Fría fue:,"A) Desarrollar un conflicto entre dos países, sin repercusiones en otras regiones del mundo. ; B) Propiciar la carrera armamentista entre los Estados Unidos de Norteamérica y la Unión de Repúblicas Socialistas Soviéticas. ; C) Fomentar una economía global. ; D) Promover la tolerancia ideológica en los Estados Unidos de América. ; E) Instaurar el uso de armas nucleares en guerras posteriores a 1945.",B,0.5,UNAM,Historia,
La organización de un Nuevo orden regional en el mundo corresponde a:,A) La guerra fría ; B) La globalización ; C) El nacionalismo ; D) El imperialismo ; E) El nacional socialismo,B,0.5,UNAM,Política,
"El reparto colonial de África se dio a partir de ________ en donde reconocieron los derechos de los países ocupados y regularon las ocupaciones futuras, la conquista militar fue relativamente fácil por la superioridad técnica de _________ y la parte más rica del continente quedó en manos de ___________.","A) Conferencia de Berlin, los ingleses, los franceses ; B) Conferencia de Bandung, los franceses, los ingleses ; C) Conferencia de Yalta, los franceses, los alemanes ; D) Conferencia de Potsdam, los alemanes, los franceses",A,0.5,UNAM,Historia,
Después de la Segunda Guerra mundial para evitar la guerra las naciones deciden crear:,A) La ONU ; B) La liga de las naciones ; C) Pacto de Varsovia ; D) OTAN,A,0.5,UNAM,Historia,
Ordena cronológicamente los siguientes acontecimientos: a. Proclamación del Estado de Israel. b. Acuerdos de Yalta. c. Independencia de los países africanos. d. Derrumbe del bloque soviético. e. Fundación de la ONU.,"A) b, e, a, c, d ; B) e, a, b, d, c ; C) a, d, c, e, b ; D) d, e, b, c, a",A,0.5,UNAM,Historia,
Región europea donde se encontró la causa inmediata para la Primera Guerra Mundial,A) La frontera Francoalemana ; B) Los Balcanes ; C) Las Repúblicas Bálticas ; D) El estrecho de Gibraltar ; E) El Benelux,B,0.5,UNAM,Historia,
"Movimiento que luchó por la abolición del régimen del Apartheid, la redistribución de las tierras, la formación de sindicatos obreros y la educación para todos los niños y adultos",A) Congreso Nacional Africano ; B) Movimiento Nacional Congoleño ; C) Quinta República ; D) Frente de Liberación Nacional ; E) Partido del Congreso Nacional Indio,A,0.5,UNAM,Historia,
"Del movimiento de un coche se obtuvo la siguiente gráfica de la distancia recorrida (d) en función del tiempo empleado (t); indica las secciones donde el movimiento es uniforme, acelerado o que el objeto está en reposo","A) Movimiento uniforme: II y III; movimiento acelerado: I; reposo IV ; B) Movimiento uniforme: I y III; movimiento acelerado: II; reposo IV ; C) Movimiento uniforme: III; movimiento acelerado: I; reposo: II y IV ; D) Movimiento uniforme: II, III; movimiento acelerado: I y IV",B,0.5,UNAM,Física,
¿Cuál de las siguientes gráficas representa un movimiento rectilíneo uniforme?,A) ; B) ; C) ; D),A,0.5,UNAM,Física,
"En una industria se requiere que el lapso de tiempo que transcurre desde que el producto se encuentra en una posición P, hasta que llega a Q, sea de 4 seg. Si el traslado del producto se efectúa por medio de una banda transportadora, ¿Cuál debe ser la rapidez de esta?",A) 2.5 m/s ; B) 25 m/s ; C) 250 m/s ; D) 0.25 m/s,A,0.5,UNAM,Física,
"Calcula la velocidad media de un corredor, primero recorre 40 metros en 80 s y luego se detiene 10 s y vuelve a correr 20 m en 10 s",A) 5 min/s ; B) 8 min/s ; C) 6 min/s ; D) 7min/s,C,0.5,UNAM,Física,
"¿Cuál es mayor aceleración en línea recta de un auto que en un intervalo de tiempo mismo intervalo de tiempo, un auto cuya rapidez aumenta de 50 m/s a 60 m/s pasa de cero a 10 m/s?",A) Es la misma porque la variación de la velocidad es la misma ; B) el auto porque tiene mayor potencia ; C) la bicicleta porque la variación de su velocidad es mayor ; D) el auto porque la variación de su velocidad es mayor,D,0.5,UNAM,Física,
Estimando la aceleración de la gravedad igual a Calcula el tiempo requerido para que una piedra lanzada directamente hacia arriba con una velocidad inicial de 39.2 m/s alcance su punto más alto.,A) 4.0 s ; B) 8.0 s ; C) 1.0 s ; D) 9.8 s,A,0.5,UNAM,Física,
Una pelota se lanza con una velocidad v0= 2 m/s formando un ángulo de 30° con la horizontal como se muestra en la figura: ¿Cuál de las siguientes afirmaciones es verdadera?,A) Los componentes de la velocidad de la pelota en el punto I es 0 m/s vertical y 2 m/s horizontal. ; B) Los componentes de la velocidad de la pelota en el punto I es 1 m/s vertical y 1 m/s horizontal. ; C) Los componentes de la velocidad de la pelota en el punto II es 0 m/s vertical. ; D) Los componentes de la velocidad de la pelota en el punto II es 0 m/s horizontal.,C,0.5,UNAM,Física,
"Un auto se mueve en línea recta hacia el sur desde el punto (x) hasta el punto (y) (Ver figura) recorriendo una distancia de un kilómetro en 1 minuto, entonces su rapidez es igual a:",A) 1 km/min al sur ; B) 1 km/min a 270° ; C) -1 km/min ; D) 1 km/min,D,0.5,UNAM,Física,
"La aceleración de la gravedad en la ciudad de México es de aproximadamente 9.78 m/s^2, ¿Cuál de las siguientes afirmaciones es cierta?",A) La velocidad media con la que caen los objetos es de 9.78 m/s^2 ; B) La velocidad de los objetos aumenta 9.78m/s cada segundo de caída ; C) La velocidad de los objetos que caen al tocar el piso es de 9.78 m/s ; D) La velocidad durante la caída es uniforme pero depende del peso de cada objeto,B,0.5,UNAM,Física,
"El movimiento de un objeto es representado por los vectores ā y b, para obtener la dirección del movimiento resultante ā + b, tendría q es calcular",A) θ = sin−1 ( b/ a ) ; B) α = tan−1 ( b/ a ) ; C) α = tan−1 ( a/ b ) ; D) θ = sin−1 ( a/ b ),B,0.5,UNAM,Física,
"Si sobre un objeto se aplican tres fuerzas de diferentes magnitudes y diferentes direcciones, ¿Cuál es la resultante sobre el objeto?",A) La suma aritmética de las tres fuerzas. ; B) El resultado de la fuerza mayor menos la fuerza menor. ; C) El promedio matemático de las tres fuerzas. ; D) La suma vectorial de las fuerzas,D,0.5,UNAM,Física,
"Una manzana se encuentra inmóvil sobre una mesa, esto se debe a que sobre la manzana:",A) no existe fuerza alguna. ; B) hay dos fuerzas y suman cero. ; C) solo existe una fuerza hacia abajo. ; D) solo existe una fuerza hacia arriba.,B,0.5,UNAM,Física,
¿Cuál es el peso en newtons de una masa de 10 kg?,A) 0.96 N ; B) 9.8 N ; C) 19.8 N ; D) 98 N,C,0.5,UNAM,Física,
La tercera ley de Newton establece que a toda fuerza de acción le corresponde una fuerza de reacción de,A) Mayor magnitud pero la misma dirección y sentido ; B) Igual magnitud pero diferente dirección y sentido opuesto ; C) Igual magnitud y dirección pero sentido opuesto ; D) Menor magnitud pero misma dirección y sentido,C,0.5,UNAM,Física,
"Si a un cuerpo se le aplica una fuerza constante de magnitud (F) y recorre una distancia (d) en un mismo sentido de la fuerza, entonces el trabajo mecánico producido por dicha fuerza está dado por:",A) F/d ; B) d/F ; C) F*d ; D) F/d^2,C,0.5,UNAM,Física,
"En el teorema del trabajo y la energía, ¿qué significa que el cambio de la energía cinética sea igual a cero en términos energéticos?",A) La cantidad de energía se conserva ; B) Las fuerzas aplicadas en el sistema están desequilibradas. ; C) El sistema es no conservativo. ; D) El sistema gana energía por fricción,A,0.5,UNAM,Física,
Un auto de prueba se desplaza con rapidez constante de 10 m/s alrededor de un camino circular de 50m de radio. Determine la aceleración centrípeta.,A) 20.0 m/s^2 ; B) 4.00 m/s^2 ; C) 2.00 m/s^2 ; D) 0.20 m/s^2,B,0.5,UNAM,Física,
"Dos bolas del mismo tamaño se dejan caer de un edificio al mismo tiempo. Si una pesa el doble de la otra, ¿Cómo será el tiempo que emplean las bolas al llegar al suelo?",A) El mismo tiempo para las dos bolas. ; B) La mitad del tiempo para la más pesada. ; C) La más pesada cae mucho más rápido aunque no emplea la mitad del tiempo. ; D) La más pesada cae más lento y utiliza el doble de tiempo que la primera.,A,0.5,UNAM,Física,
El enunciado: La fuerza de atracción de dos cuerpos es directamente proporcional al producto de sus masas e inversamente proporcional al cuadrado de la distancia que los separa. Se conoce como:,A) Tercera Ley de Newton. ; B) Primera Ley de Newton. ; C) Ley de la Gravitación Universal. ; D) Segunda Ley de Newton.,C,0.5,UNAM,Física,
Una fuerza de 10 N estira un resorte 4 cm de longitud. Si se aplican 15 N de fuerza al mismo resorte ¿cuánta longitud se estirará?,A) 25.00 cm ; B) 13.75 cm ; C) 6.25 cm ; D) 6.00 cm,C,0.5,UNAM,Física,
"¿Cuál es mayor aceleración en línea recta de un auto que en un intervalo de tiempo mismo intervalo de tiempo, un auto cuya rapidez aumenta de 50 m/s a 60 m/s o una bicicleta que pasa de cero a 10 m/s?",A) es la misma porque la variación de la velocidad es la misma ; B) el auto porque tiene mayor potencia ; C) la bicicleta porque la variación de su velocidad es mayor ; D) el auto porque la variación de su velocidad es mayor,D,0.5,UNAM,Física,
Una particula cargada en un acelerador lineal se mueve de acuerdo con la siguiente ecuación d = 4m + (4m/s) t + (0.4 m/s2) t2. ¿Cuánto tiempo tarda en recorrer una distancia de 20 m?,A) 13.06 s ; B) 7.87 s ; C) 10.99 s ; D) 13.66 s,A,0.5,UNAM,Física,
Un auto de prueba se desplaza con rapidez constante de 10 m/s alrededor de un camino circular de 50m de radio. Determine la aceleración centripeta.,A) 20.0 m/s2 ; B) 4.00 m/s2 ; C) 2.00 m/s2 ; D) 0.20 m/s2,B,0.5,UNAM,Física,
"La aceleración de la gravedad en la ciudad de México es de aproximadamente 9.78 m/s2, ¿Cuál de las siguientes afirmaciones es cierta?",A) La velocidad media con la que caen los objetos es de 9.78 m/s2 ; B) La velocidad de los objetos aumenta 9.78m/s cada segundo de caída ; C) La velocidad de los objetos que caen al tocar el piso es de 9.78 m/s ; D) La velocidad durante la caída es uniforme pero depende del peso de cada objeto,B,0.5,UNAM,Física,
"Si se unen dos ríos como se muestra en la figura. El ramal izquierdo tiene un ancho de 8m, una profundidad de 6m y el agua fluye con una velocidad de 2 m/s. El ramal derecho, tiene un ancho de 6m, una profundidad de 3m y el agua fluye con una velocidad de 2.5 m/s. la rama principal del río tiene un ancho de 10 m y la velocidad con la que fluye el agua es de 3.5 m/s. ¿Cuál es la profundidad del ramal principal?",A) 4.02 m ; B) 2.01 m ; C) 10.65 m ; D) 6.34m,D,0.5,UNAM,Física,
"El movimiento de un objeto es representado por los vectores a y b, para obtener la dirección del movimiento resultante a + b, tendría que calcular",A) θ = sin−1( b/ a) ; B) α = tan−1( b/ a) ; C) α = tan−1( a/ b) ; D) θ = sin−1( a/ b),B,0.5,UNAM,Física,
Si sobre un objeto se aplican tres fuerzas de diferentes magnitudes y diferentes direcciones ¿Cuál es la resultante sobre el objeto?,A) La suma aritmética de las tres fuerzas. ; B) El resultado de la fuerza mayor menos la fuerza menor. ; C) El promedio matemático de las tres fuerzas. ; D) La suma vectorial de las fuerzas,D,0.5,UNAM,Física,
"La potencia que requiere un montacargas para elevar un bloque de 2,000 N a una altura de 3 m en 15 segundos es:","A) 90,000 W ; B) 400 W ; C) 6,000 W ; D) 10,000 W",C,0.5,UNAM,Física,
La rapidez con la que se realiza el trabajo mecánico es la:,A) Potencia ; B) Energía ; C) Fuerza ; D) Velocidad,A,0.3,UNAM,Física,
Un elevador con una masa total de 500 kg es elevado hasta una altura de 20 m en 5 s. Calcula la potencia del motor que lo levanta.,"A) 51,836.7 W ; B) 25,918.4 W ; C) 23,061.2 W ; D) 20, 000.0 W",A,0.6,UNAM,Física,
"Dos niños de la misma masa se balancean cada uno en un columpio, en determinado momento se encuentran a la misma altura pero en extremos opuestos, como se muestra en la figura, ¿cuál de las siguientes afirmaciones acerca de las Energías Potenciales (EP) con respecto al piso es verdadera?",A) EP_A = EP_B ≠ 0 ; B) EP_A = EP_B/4 ; C) EP_A = 2EP_B ; D) EP_A = EP_B/2,A,0.4,UNAM,Física,
¿Qué efecto presenta la fuerza de fricción con el aire en la caída de un cuerpo?,A) Una resistencia al movimiento del cuerpo. ; B) Un empuñón al movimiento del cuerpo ; C) Una velocidad siempre variable del cuerpo ; D) Una velocidad constante del cuerpo,A,0.2,UNAM,Física,
Un proceso isotérmico es a...,A) Volumen constante ; B) Presión constante ; C) Temperatura constante ; D) Volumen variable,C,0.6,UNAM,Física,
¿A qué principio corresponde la siguiente afirmación? La presión se transmite con la misma intensidad en cualquier punto de un fluido.,A) Pascal ; B) Arquímedes ; C) Joule ; D) Kepler,A,0.7,UNAM,Física,
"Se ha estimado que la temperatura del Universo es de 2.726 °K, ¿Cuál es su equivalencia en °C?",A) -744.61 °C ; B) -275.87 °C ; C) -270.424 °C ; D) -36.907 °C,B,0.5,UNAM,Física,
La equivalencia de 37°C a grados Fahrenheit es:,A) 98.6 °F ; B) 310.15 °F ; C) 2.77 °F ; D) 275.92 °F,A,0.4,UNAM,Física,
"A una masa de 50g de material desconocido con temperatura inicial de 18°C, se aplicaron 34 cal y su Temperatura final fue de 24°C, ¿cuál es el valor de la capacidad térmica específica de dicho material?",A) 0.199cal/g °C ; B) 0.113cal/g °C ; C)0.093 cal/g °C ; D)0.033 cal/g °C,B,0.6,UNAM,Física,
"Dos balines metálicos con la misma cantidad de masa uno de cobre y otro de plomo son calentados simultáneamente con la misma fuente de calor y se observa que, después de cierto tiempo, el balín de plomo comienza a derretirse, esto se debe a que:","A) Ante un suministro de calor, el plomo se derrite y el cobre no ; B) La capacidad térmica específica del plomo es menor que la del cobre ; C) El calor latente de fusión del plomo es mayor que el del cobre ; D) El calor latente de fusión del plomo es menor que el del cobre",D,0.8,UNAM,Física,
"A una masa de 2g de mercurio (Ce=0.033 cal/g °C) cuya temperatura inicial era de 22 °C, se aplicó 1 cal, ¿cuál será su temperatura final?",A)37.15 °C ; B) 6.9 °C ; C) 1.452 °C ; D) 25.03 °C,A,0.5,UNAM,Física,
"Una moneda metálica está sobre el pasto de un jardín en un día soleado algunos minutos. Al momento de recogerla, percibes en tu mano que la moneda está más caliente que el pasto. Lo anterior se debe a que:",A) La capacidad térmica específica de la moneda es mayor ; B) La capacidad térmica específica del pasto es mayor ; C) La conductividad térmica de la moneda es mayor ; D) La conductividad térmica del pasto es mayor,C,0.6,UNAM,Física,
"Determina la temperatura de equilibrio de una mezcla de 2 litros de agua a 5°C con un litro de agua a 50°C, Considera que el calor específico del agua es 1 cal/g °C.",A) 20°C ; B) 20°C ; C) -20°C ; D) 40°C,A,0.5,UNAM,Física,
"¿Qué cantidad de calor es necesario aplicar a una masa de 4,000 g de hielo (Ce = 0.5 cal/g °C) para elevar su temperatura de –6 °C a 2°C?","A) 4,000 cal ; B) 8,000 cal ; C) 12,000 cal ; D) 16,000 cal",A,0.4,UNAM,Física,
"De acuerdo con los postulados de la Teoría Cinética, cuando un gas se dilata por aumento de temperatura entonces.",A) la distancia intermolecular aumenta porque disminuye el número de moléculas. ; B) la distancia intermolecular aumenta por la disminución de movimiento de las partículas. ; C) la distancia intermolecular aumenta por el aumento de movimiento de las partículas. ; D) las moléculas de gas aumentan su volumen,C,0.7,UNAM,Física,
"Si se vierte agua helada en un vaso de vidrio, la superficie exterior se empaña con una película de agua líquida. Este fenómeno se explica porque:",A) Se sublima la humedad del ambiente. ; B) Todo proceso de enfriamiento libera agua. ; C) Se condensa la humedad del ambiente. ; D) Se evapora la humedad del ambiente.,C,0.5,UNAM,Física,
